supplier,scenario,rts,theta,active_criteria,current_price,current_late_pct,current_error_pct,current_lead_days,current_quality_score,current_purchase,target_price,target_late_pct,target_error_pct,target_lead_days,target_quality_score,target_purchase,price_improvement,late_improvement,error_improvement,lead_improvement,quality_gain,purchase_gain,perturbed_parameter,perturbation_direction,delta
F,cost_led_development,CCR,0.12617536882373245,"price,late,error,lead,quality",2.98,4.2,6.0,4.0,0.3934,2503.0,1.57048935235843,3.7039656505769734,4.140931529957675,3.999472709643918,0.5625309120742462,32846.338734917925,1.40951064764157,0.4960343494230268,1.8590684700423248,0.0005272903560817888,0.1691309120742462,30343.338734917925,late_pct,plus,0.05
F,delivery_reliability_led,CCR,0.0774145239983107,"price,late,error,lead,quality",2.98,4.2,6.0,4.0,0.3934,2503.0,2.482196694854495,1.8828593701484944,2.4965422112627147,2.2998471733754244,0.4705232290278133,48603.54739705835,0.4978033051455051,2.317140629851506,3.5034577887372853,1.7001528266245756,0.07712322902781327,46100.54739705835,late_pct,plus,0.05
F,product_quality_led,CCR,0.11286382082596579,"price,late,error,lead,quality",2.98,4.2,6.0,4.0,0.3934,2503.0,2.9800000000000004,3.4268161324151545,3.5720793624639686,3.3906006733897245,0.6577956117282815,61989.246891230534,-4.440892098500626e-16,0.7731838675848457,2.4279206375360314,0.6093993266102755,0.26439561172828147,59486.246891230534,late_pct,plus,0.05
L,balanced_improvement,CCR,0.11617643445467929,"price,late,error,lead,quality",1.94,9.450000000000001,6.0,7.0,0.4372,14723.0,1.5159390219522582,4.503080445228939,4.430047183170194,4.180431815660351,0.6145018096222005,34512.1862688911,0.4240609780477418,4.946919554771062,1.5699528168298063,2.8195681843396487,0.1773018096222005,19789.1862688911,late_pct,plus,0.05
L,cost_led_development,CCR,0.13889305613366595,"price,late,error,lead,quality",1.94,9.450000000000001,6.0,7.0,0.4372,14723.0,1.3297234949470789,4.0249002611799405,5.722483050250374,4.299683563608058,0.6252088214423893,21451.891044749187,0.6102765050529211,5.425099738820061,0.27751694974962593,2.700316436391942,0.18800882144238934,6728.891044749187,late_pct,plus,0.05
L,delivery_reliability_led,CCR,0.08409710698701664,"price,late,error,lead,quality",1.94,9.450000000000001,6.0,7.0,0.4372,14723.0,1.7790954543390745,2.837981584536644,3.5142101149097518,3.369123779568689,0.5044749170495669,35209.073242371946,0.1609045456609255,6.612018415463357,2.4857898850902482,3.630876220431311,0.06727491704956695,20486.073242371946,late_pct,plus,0.05
L,product_quality_led,CCR,0.11678290425376987,"price,late,error,lead,quality",1.94,9.450000000000001,6.0,7.0,0.4372,14723.0,1.94,5.598178343279867,5.38280123450631,4.836826012453005,0.7614328561804933,44253.87268347347,0.0,3.8518216567201344,0.6171987654936899,2.163173987546995,0.3242328561804933,29530.87268347347,late_pct,plus,0.05
A,balanced_improvement,CCR,0.0,"",1.34,3.0,7.6,5.0,0.6794,5640.8,1.34,3.0,7.6,5.0,0.6794,5640.8,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
A,cost_led_development,CCR,0.0,"",1.34,3.0,7.6,5.0,0.6794,5640.8,1.34,3.0,7.6,5.0,0.6794,5640.8,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
A,delivery_reliability_led,CCR,0.0,"",1.34,3.0,7.6,5.0,0.6794,5640.8,1.34,3.0,7.6,5.0,0.6794,5640.8,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
A,product_quality_led,CCR,0.0,"",1.34,3.0,7.6,5.0,0.6794,5640.8,1.34,3.0,7.6,5.0,0.6794,5640.8,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
B,balanced_improvement,CCR,0.0,"",1.44,5.0,3.8,4.0,0.6285,38948.61,1.44,5.0,3.8,4.0,0.6285,38948.61,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
B,cost_led_development,CCR,0.0,"",1.44,5.0,3.8,4.0,0.6285,38948.61,1.44,5.0,3.8,4.0,0.6285,38948.61,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
B,delivery_reliability_led,CCR,0.0,"",1.44,5.0,3.8,4.0,0.6285,38948.61,1.44,5.0,3.8,4.0,0.6285,38948.61,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
B,product_quality_led,CCR,0.0,"",1.44,5.0,3.8,4.0,0.6285,38948.61,1.44,5.0,3.8,4.0,0.6285,38948.61,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
G,balanced_improvement,CCR,0.0,"",1.34,1.0,2.8499999999999996,2.0,0.1073,108124.5,1.34,1.0,2.8499999999999996,2.0,0.1073,108124.5,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
G,cost_led_development,CCR,0.0,"",1.34,1.0,2.8499999999999996,2.0,0.1073,108124.5,1.34,1.0,2.8499999999999996,2.0,0.1073,108124.5,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
G,delivery_reliability_led,CCR,0.0,"",1.34,1.0,2.8499999999999996,2.0,0.1073,108124.5,1.34,1.0,2.8499999999999996,2.0,0.1073,108124.5,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
G,product_quality_led,CCR,0.0,"",1.34,1.0,2.8499999999999996,2.0,0.1073,108124.5,1.34,1.0,2.8499999999999996,2.0,0.1073,108124.5,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
H,balanced_improvement,CCR,0.0,"",5.1,2.0,2.8499999999999996,3.0,0.7671,100241.16,5.1,2.0,2.8499999999999996,3.0,0.7671,100241.16,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
H,cost_led_development,CCR,0.0,"",5.1,2.0,2.8499999999999996,3.0,0.7671,100241.16,5.1,2.0,2.8499999999999996,3.0,0.7671,100241.16,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
H,delivery_reliability_led,CCR,0.0,"",5.1,2.0,2.8499999999999996,3.0,0.7671,100241.16,5.1,2.0,2.8499999999999996,3.0,0.7671,100241.16,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
H,product_quality_led,CCR,0.0,"",5.1,2.0,2.8499999999999996,3.0,0.7671,100241.16,5.1,2.0,2.8499999999999996,3.0,0.7671,100241.16,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
I,balanced_improvement,CCR,0.0,"",1.4,1.0,2.8499999999999996,4.0,0.3522,21985.05,1.4,1.0,2.8499999999999996,4.0,0.3522,21985.05,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
I,cost_led_development,CCR,0.0,"",1.4,1.0,2.8499999999999996,4.0,0.3522,21985.05,1.4,1.0,2.8499999999999996,4.0,0.3522,21985.05,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
I,delivery_reliability_led,CCR,0.0,"",1.4,1.0,2.8499999999999996,4.0,0.3522,21985.05,1.4,1.0,2.8499999999999996,4.0,0.3522,21985.05,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
I,product_quality_led,CCR,0.0,"",1.4,1.0,2.8499999999999996,4.0,0.3522,21985.05,1.4,1.0,2.8499999999999996,4.0,0.3522,21985.05,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,minus,0.05
D,balanced_improvement,CCR,0.13915166525966852,"price,late,error,lead,quality",2.01,9.0,2.8499999999999996,5.0,0.4216,13574.56,1.6866792234867352,2.687367849196398,2.5885215081809285,2.882064665651963,0.45755801690266495,36971.84808213737,0.32332077651326463,6.312632150803601,0.2614784918190711,2.117935334348037,0.03595801690266498,23397.28808213737,error_pct,minus,0.05
D,cost_led_development,CCR,0.14373124289431524,"price,late,error,lead,quality",2.01,9.0,2.8499999999999996,5.0,0.4216,13574.56,1.3837030179573253,3.254794069895718,2.814082388108739,3.0806140327233003,0.47183918936205327,32921.1265300544,0.6262969820426745,5.745205930104282,0.03591761189126075,1.9193859672766997,0.050239189362053294,19346.5665300544,error_pct,minus,0.05
D,delivery_reliability_led,CCR,0.09635600315381533,"price,late,error,lead,quality",2.01,9.0,2.8499999999999996,5.0,0.4216,13574.56,1.9712748682458388,1.8775305167274472,2.321806737274393,2.712665716452296,0.4259068031605971,39616.598053961716,0.038725131754161035,7.122469483272553,0.5281932627256065,2.287334283547704,0.004306803160597117,26042.038053961718,error_pct,minus,0.05
D,product_quality_led,CCR,0.11538561538461502,"price,late,error,lead,quality",2.01,9.0,2.8499999999999996,5.0,0.4216,13574.56,2.01,2.846232318116796,2.8499999999999996,3.1909697668217816,0.5125143732661022,43182.00881538208,0.0,6.153767681883204,0.0,1.8090302331782184,0.09091437326610219,29607.448815382086,error_pct,minus,0.05
E,balanced_improvement,CCR,0.12034891038157744,"price,late,error,lead,quality",3.44,4.0,6.6499999999999995,2.0,0.338,3249.0,2.4612524179874105,1.3620534854687092,1.6434154563941767,1.7299110067307126,0.40705749469917235,49328.73661968949,0.9787475820125895,2.637946514531291,5.006584543605823,0.27008899326928737,0.06905749469917233,46079.73661968949,error_pct,minus,0.05
E,cost_led_development,CCR,0.1472171487389927,"price,late,error,lead,quality",3.44,4.0,6.6499999999999995,2.0,0.338,3249.0,2.0343157947146087,1.9101304607948955,1.888035055435675,1.987405321511237,0.40929018563463465,42654.53300965256,1.4056842052853913,2.0898695392051048,4.761964944564324,0.012594678488762945,0.07129018563463463,39405.53300965256,error_pct,minus,0.05
E,delivery_reliability_led,CCR,0.07142957142857141,"price,late,error,lead,quality",3.44,4.0,6.6499999999999995,2.0,0.338,3249.0,2.5765346474104693,1.0104057440825371,1.4398281853176151,1.5156086161238056,0.3875411231428571,50642.12192874833,0.8634653525895306,2.9895942559174626,5.2101718146823846,0.4843913838761944,0.04954112314285708,47393.12192874833,error_pct,minus,0.05
E,product_quality_led,CCR,0.11538561538461538,"price,late,error,lead,quality",3.44,4.0,6.6499999999999995,2.0,0.338,3249.0,3.1339687577389372,1.229007355976054,1.7513354822658767,1.8435110339640808,0.47138577138461546,61598.56150578629,0.3060312422610627,2.770992644023946,4.898664517734122,0.15648896603591922,0.13338577138461544,58349.56150578629,error_pct,minus,0.05
C,balanced_improvement,CCR,0.12022996013075667,"price,late,error,lead,quality",2.13,6.0,5.699999999999999,4.0,0.4359,2714.73,1.623355749721851,3.305060687966426,3.5649195814591623,3.256996123632839,0.5329636933913812,33911.99916652655,0.506644250278149,2.694939312033574,2.135080418540837,0.7430038763671609,0.09706369339138116,31197.26916652655,error_pct,minus,0.05
C,cost_led_development,CCR,0.11560192212279195,"price,late,error,lead,quality",2.13,6.0,5.699999999999999,4.0,0.4359,2714.73,1.2792943707587512,3.897815457708518,4.22353129794561,3.8374957178753837,0.5667278029681072,27163.31622579713,0.8507056292412487,2.102184542291482,1.4764687020543894,0.16250428212461632,0.1308278029681072,24448.58622579713,error_pct,minus,0.05
C,delivery_reliability_led,CCR,0.0852122669834323,"price,late,error,lead,quality",2.13,6.0,5.699999999999999,4.0,0.4359,2714.73,1.9421570474385312,2.196300150179014,3.0003304764572287,2.771492094127838,0.4718872449813618,36947.180884009984,0.18784295256146866,3.803699849820986,2.6996695235427706,1.2285079058721622,0.0359872449813618,34232.45088400998,error_pct,minus,0.05
C,product_quality_led,CCR,0.11728619536089008,"price,late,error,lead,quality",2.13,6.0,5.699999999999999,4.0,0.4359,2714.73,2.13,3.937075485587252,3.571874030161958,3.593740593369445,0.6221757521287002,47835.06819273874,0.0,2.062924514412748,2.1281259698380413,0.40625940663055493,0.18627575212870023,45120.33819273874,error_pct,minus,0.05
K,balanced_improvement,CCR,0.12253555042708066,"price,late,error,lead,quality",1.33,3.0,2.8499999999999996,7.0,0.2691,2245.0,1.0242839881763555,2.125215746990413,2.2284904213181536,2.495932697482516,0.34099319085936397,22266.334281066454,0.3057160118236446,0.8747842530095871,0.6215095786818461,4.504067302517484,0.07189319085936396,20021.334281066454,error_pct,minus,0.05
K,cost_led_development,CCR,0.12373160956120845,"price,late,error,lead,quality",1.33,3.0,2.8499999999999996,7.0,0.2691,2245.0,0.819728179954434,2.6044779347696085,2.5689927101739665,2.411186076230646,0.3628497140261793,18709.30862282524,0.510271820045566,0.39552206523039146,0.2810072898260332,4.588813923769354,0.09374971402617932,16464.30862282524,error_pct,minus,0.05
K,delivery_reliability_led,CCR,0.0860780441767834,"price,late,error,lead,quality",1.33,3.0,2.8499999999999996,7.0,0.2691,2245.0,1.220113081948583,1.3894929923004509,1.7978624968012966,1.976597499022731,0.2949413719493863,24046.702352072614,0.10988691805141704,1.6105070076995491,1.052137503198703,5.023402500977269,0.025841371949386294,21801.702352072614,error_pct,minus,0.05
K,product_quality_led,CCR,0.10831441004336624,"price,late,error,lead,quality",1.33,3.0,2.8499999999999996,7.0,0.2691,2245.0,1.3300000000000003,2.3723418011311717,2.85,2.7077619345785147,0.41450619358100543,26424.72246993182,-2.220446049250313e-16,0.6276581988688283,-4.440892098500626e-16,4.292238065421485,0.14540619358100543,24179.72246993182,error_pct,minus,0.05
J,balanced_improvement,CCR,0.11790247205712669,"price,late,error,lead,quality",1.5,6.0,3.8,7.0,0.3421,12091.1,1.1837981685761325,3.325886230195837,2.9319288081211594,3.0857734813502966,0.4614754728090384,28635.596865868567,0.3162018314238675,2.674113769804163,0.8680711918788404,3.9142265186497034,0.11937547280903837,16544.49686586857,error_pct,minus,0.05
J,cost_led_development,CCR,0.1381377526482585,"price,late,error,lead,quality",1.5,6.0,3.8,7.0,0.3421,12091.1,1.0337167370091669,3.22131322442412,3.632663955930205,3.1559248941927684,0.47222434358693677,21146.020755427533,0.4662832629908331,2.77868677557588,0.16733604406979463,3.8440751058072316,0.13012434358693675,9054.920755427533,error_pct,minus,0.05
J,delivery_reliability_led,CCR,0.08557477469592177,"price,late,error,lead,quality",1.5,6.0,3.8,7.0,0.3421,12091.1,1.388881364052146,2.104353972121301,2.409139106804997,2.535291971804817,0.3840505467265588,28467.714496569977,0.11111863594785398,3.895646027878699,1.3908608931950028,4.464708028195183,0.04195054672655879,16376.614496569977,error_pct,minus,0.05
J,product_quality_led,CCR,0.1170031420305263,"price,late,error,lead,quality",1.5,6.0,3.8,7.0,0.3421,12091.1,1.5,4.090725526551886,3.4953113655934893,3.5103193055904227,0.5648641918149135,36388.96671015903,0.0,1.9092744734481144,0.3046886344065105,3.4896806944095773,0.22276419181491353,24297.866710159033,error_pct,minus,0.05
F,balanced_improvement,CCR,0.11898773437896946,"price,late,error,lead,quality",2.98,4.0,5.699999999999999,4.0,0.3934,2503.0,2.0872100145142336,2.795218451043259,3.2101863468601968,3.002370503380611,0.5317173751814099,42164.59204818675,0.8927899854857664,1.204781548956741,2.4898136531398025,0.997629496619389,0.1383173751814099,39661.59204818675,error_pct,minus,0.05
F,cost_led_development,CCR,0.12617536882373245,"price,late,error,lead,quality",2.98,4.0,5.699999999999999,4.0,0.3934,2503.0,1.57048935235843,3.527586333882832,3.933884953459792,3.999472709643916,0.5625309120742462,32846.338734917925,1.40951064764157,0.47241366611716806,1.7661150465402073,0.0005272903560840092,0.1691309120742462,30343.338734917925,error_pct,minus,0.05
F,delivery_reliability_led,CCR,0.0774145239983107,"price,late,error,lead,quality",2.98,4.0,5.699999999999999,4.0,0.3934,2503.0,2.4821966948544945,1.7931994001414233,2.371715100699579,2.2998471733754235,0.47052322902781324,48603.54739705834,0.4978033051455055,2.2068005998585765,3.3282848993004204,1.7001528266245765,0.07712322902781321,46100.54739705834,error_pct,minus,0.05
F,product_quality_led,CCR,0.11286382082596579,"price,late,error,lead,quality",2.98,4.0,5.699999999999999,4.0,0.3934,2503.0,2.9800000000000004,3.263634411823957,3.3934753943407694,3.3906006733897245,0.6577956117282815,61989.246891230534,-4.440892098500626e-16,0.7363655881760431,2.30652460565923,0.6093993266102755,0.26439561172828147,59486.246891230534,error_pct,minus,0.05
L,balanced_improvement,CCR,0.11617643445467939,"price,late,error,lead,quality",1.94,9.0,5.699999999999999,7.0,0.4372,14723.0,1.5159390219522586,4.288648043075184,4.208544824011686,4.18043181566031,0.6145018096222005,34512.18626889106,0.42406097804774134,4.711351956924816,1.491455175988313,2.8195681843396896,0.1773018096222005,19789.186268891062,error_pct,minus,0.05
L,cost_led_development,CCR,0.13889305613366593,"price,late,error,lead,quality",1.94,9.0,5.699999999999999,7.0,0.4372,14723.0,1.3297234949470789,3.833238343980893,5.436358897737863,4.29968356360806,0.6252088214423894,21451.89104474913,0.6102765050529211,5.166761656019107,0.26364110226213633,2.7003164363919403,0.18800882144238945,6728.891044749129,error_pct,minus,0.05
L,delivery_reliability_led,CCR,0.08409710698701663,"price,late,error,lead,quality",1.94,9.0,5.699999999999999,7.0,0.4372,14723.0,1.7790954543390742,2.7028396043206127,3.3384996091642645,3.369123779568712,0.504474917049567,35209.073242371975,0.1609045456609257,6.297160395679388,2.361500390835735,3.630876220431288,0.06727491704956706,20486.073242371975,error_pct,minus,0.05
L,product_quality_led,CCR,0.11678290425376987,"price,late,error,lead,quality",1.94,9.0,5.699999999999999,7.0,0.4372,14723.0,1.94,5.331598422171301,5.1136611727809935,4.836826012453005,0.7614328561804933,44253.87268347347,0.0,3.668401577828699,0.5863388272190058,2.163173987546995,0.3242328561804933,29530.87268347347,error_pct,minus,0.05
A,balanced_improvement,CCR,0.0,"",1.34,3.0,8.4,5.0,0.6794,5640.8,1.34,3.0,8.4,5.0,0.6794,5640.8,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
A,cost_led_development,CCR,0.0,"",1.34,3.0,8.4,5.0,0.6794,5640.8,1.34,3.0,8.4,5.0,0.6794,5640.8,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
A,delivery_reliability_led,CCR,0.0,"",1.34,3.0,8.4,5.0,0.6794,5640.8,1.34,3.0,8.4,5.0,0.6794,5640.8,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
A,product_quality_led,CCR,0.0,"",1.34,3.0,8.4,5.0,0.6794,5640.8,1.34,3.0,8.4,5.0,0.6794,5640.8,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
B,balanced_improvement,CCR,0.0,"",1.44,5.0,4.2,4.0,0.6285,38948.61,1.44,5.0,4.2,4.0,0.6285,38948.61,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
B,cost_led_development,CCR,0.0,"",1.44,5.0,4.2,4.0,0.6285,38948.61,1.44,5.0,4.2,4.0,0.6285,38948.61,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
B,delivery_reliability_led,CCR,0.0,"",1.44,5.0,4.2,4.0,0.6285,38948.61,1.44,5.0,4.2,4.0,0.6285,38948.61,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
B,product_quality_led,CCR,0.0,"",1.44,5.0,4.2,4.0,0.6285,38948.61,1.44,5.0,4.2,4.0,0.6285,38948.61,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
G,balanced_improvement,CCR,0.0,"",1.34,1.0,3.1500000000000004,2.0,0.1073,108124.5,1.34,1.0,3.1500000000000004,2.0,0.1073,108124.5,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
G,cost_led_development,CCR,0.0,"",1.34,1.0,3.1500000000000004,2.0,0.1073,108124.5,1.34,1.0,3.1500000000000004,2.0,0.1073,108124.5,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
G,delivery_reliability_led,CCR,0.0,"",1.34,1.0,3.1500000000000004,2.0,0.1073,108124.5,1.34,1.0,3.1500000000000004,2.0,0.1073,108124.5,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
G,product_quality_led,CCR,0.0,"",1.34,1.0,3.1500000000000004,2.0,0.1073,108124.5,1.34,1.0,3.1500000000000004,2.0,0.1073,108124.5,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
H,balanced_improvement,CCR,0.0,"",5.1,2.0,3.1500000000000004,3.0,0.7671,100241.16,5.1,2.0,3.1500000000000004,3.0,0.7671,100241.16,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
H,cost_led_development,CCR,0.0,"",5.1,2.0,3.1500000000000004,3.0,0.7671,100241.16,5.1,2.0,3.1500000000000004,3.0,0.7671,100241.16,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
H,delivery_reliability_led,CCR,0.0,"",5.1,2.0,3.1500000000000004,3.0,0.7671,100241.16,5.1,2.0,3.1500000000000004,3.0,0.7671,100241.16,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
H,product_quality_led,CCR,0.0,"",5.1,2.0,3.1500000000000004,3.0,0.7671,100241.16,5.1,2.0,3.1500000000000004,3.0,0.7671,100241.16,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
I,balanced_improvement,CCR,0.0,"",1.4,1.0,3.1500000000000004,4.0,0.3522,21985.05,1.4,1.0,3.1500000000000004,4.0,0.3522,21985.05,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
I,cost_led_development,CCR,0.0,"",1.4,1.0,3.1500000000000004,4.0,0.3522,21985.05,1.4,1.0,3.1500000000000004,4.0,0.3522,21985.05,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
I,delivery_reliability_led,CCR,0.0,"",1.4,1.0,3.1500000000000004,4.0,0.3522,21985.05,1.4,1.0,3.1500000000000004,4.0,0.3522,21985.05,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
I,product_quality_led,CCR,0.0,"",1.4,1.0,3.1500000000000004,4.0,0.3522,21985.05,1.4,1.0,3.1500000000000004,4.0,0.3522,21985.05,0.0,0.0,0.0,0.0,0.0,0.0,error_pct,plus,0.05
D,balanced_improvement,CCR,0.13915166525966852,"price,late,error,lead,quality",2.01,9.0,3.1500000000000004,5.0,0.4216,13574.56,1.6866792234867352,2.6873678491963977,2.860997456410501,2.8820646656519626,0.4575580169026649,36971.84808213737,0.32332077651326463,6.312632150803602,0.2890025435894992,2.1179353343480374,0.035958016902664924,23397.28808213737,error_pct,plus,0.05
D,cost_led_development,CCR,0.14373124289431538,"price,late,error,lead,quality",2.01,9.0,3.1500000000000004,5.0,0.4216,13574.56,1.3837030179573262,3.2547940698957194,3.11030158685703,3.0806140327232607,0.47183918936205327,32921.12653005437,0.6262969820426736,5.74520593010428,0.03969841314297051,1.9193859672767393,0.050239189362053294,19346.56653005437,error_pct,plus,0.05
D,delivery_reliability_led,CCR,0.0963560031538153,"price,late,error,lead,quality",2.01,9.0,3.1500000000000004,5.0,0.4216,13574.56,1.9712748682458388,1.8775305167274468,2.5662074464611724,2.7126657164523014,0.42590680316059715,39616.598053961716,0.038725131754161035,7.122469483272553,0.583792553538828,2.2873342835476986,0.004306803160597172,26042.038053961718,error_pct,plus,0.05
D,product_quality_led,CCR,0.11538561538461546,"price,late,error,lead,quality",2.01,9.0,3.1500000000000004,5.0,0.4216,13574.56,2.01,2.8462323181168023,3.1500000000000004,3.1909697668217305,0.512514373266102,43182.00881538206,0.0,6.153767681883197,0.0,1.8090302331782695,0.09091437326610208,29607.448815382064,error_pct,plus,0.05
E,balanced_improvement,CCR,0.12034891038157744,"price,late,error,lead,quality",3.44,4.0,7.3500000000000005,2.0,0.338,3249.0,2.4612524179874105,1.3620534854687092,1.8164065570672485,1.7299110067307126,0.40705749469917235,49328.73661968949,0.9787475820125895,2.637946514531291,5.533593442932752,0.27008899326928737,0.06905749469917233,46079.73661968949,error_pct,plus,0.05
E,cost_led_development,CCR,0.14721714873899266,"price,late,error,lead,quality",3.44,4.0,7.3500000000000005,2.0,0.338,3249.0,2.0343157947146087,1.9101304607948963,2.0867755875868,1.9874053215112375,0.4092901856346347,42654.53300965255,1.4056842052853913,2.089869539205104,5.263224412413201,0.0125946784887625,0.07129018563463468,39405.53300965255,error_pct,plus,0.05
E,delivery_reliability_led,CCR,0.07142957142857141,"price,late,error,lead,quality",3.44,4.0,7.3500000000000005,2.0,0.338,3249.0,2.5765346474104693,1.0104057440825371,1.5913890469299963,1.5156086161238056,0.3875411231428571,50642.12192874833,0.8634653525895306,2.9895942559174626,5.758610953070004,0.4843913838761944,0.04954112314285708,47393.12192874833,error_pct,plus,0.05
E,product_quality_led,CCR,0.11538561538461538,"price,late,error,lead,quality",3.44,4.0,7.3500000000000005,2.0,0.338,3249.0,3.1339687577389372,1.229007355976054,1.9356865856622851,1.8435110339640808,0.47138577138461546,61598.56150578629,0.3060312422610627,2.770992644023946,5.414313414337715,0.15648896603591922,0.13338577138461544,58349.56150578629,error_pct,plus,0.05
C,balanced_improvement,CCR,0.12022996013075671,"price,late,error,lead,quality",2.13,6.0,6.300000000000001,4.0,0.4359,2714.73,1.6233557497218514,3.305060687966426,3.9401742742443377,3.256996123632839,0.5329636933913813,33911.999166526555,0.5066442502781485,2.694939312033574,2.359825725755663,0.7430038763671609,0.09706369339138127,31197.269166526556,error_pct,plus,0.05
C,cost_led_development,CCR,0.11560192212279197,"price,late,error,lead,quality",2.13,6.0,6.300000000000001,4.0,0.4359,2714.73,1.279294370758751,3.8978154577085182,4.668113539834621,3.8374957178753855,0.5667278029681074,27163.31622579713,0.8507056292412489,2.1021845422914818,1.6318864601653793,0.16250428212461454,0.13082780296810742,24448.58622579713,error_pct,plus,0.05
C,delivery_reliability_led,CCR,0.08521226698343232,"price,late,error,lead,quality",2.13,6.0,6.300000000000001,4.0,0.4359,2714.73,1.9421570474385317,2.1963001501790145,3.3161547371369378,2.771492094127847,0.4718872449813619,36947.180884010006,0.1878429525614682,3.8036998498209855,2.983845262863063,1.2285079058721529,0.03598724498136191,34232.45088401,error_pct,plus,0.05
C,product_quality_led,CCR,0.11728619536089051,"price,late,error,lead,quality",2.13,6.0,6.300000000000001,4.0,0.4359,2714.73,2.13,3.9370754855872625,3.9478607701790094,3.593740593369451,0.622175752128701,47835.06819273879,0.0,2.0629245144127375,2.3521392298209913,0.40625940663054916,0.186275752128701,45120.33819273879,error_pct,plus,0.05
K,balanced_improvement,CCR,0.12253555042708061,"price,late,error,lead,quality",1.33,3.0,3.1500000000000004,7.0,0.2691,2245.0,1.024283988176355,2.125215746990413,2.4630683604042756,2.495932697482519,0.34099319085936397,22266.334281066447,0.30571601182364505,0.8747842530095871,0.6869316395957248,4.50406730251748,0.07189319085936396,20021.334281066447,error_pct,plus,0.05
K,cost_led_development,CCR,0.1237316095612084,"price,late,error,lead,quality",1.33,3.0,3.1500000000000004,7.0,0.2691,2245.0,0.8197281799544341,2.6044779347696076,2.8394129954554383,2.4111860762306496,0.3628497140261795,18709.30862282524,0.5102718200455659,0.39552206523039235,0.310587004544562,4.588813923769351,0.09374971402617949,16464.30862282524,error_pct,plus,0.05
K,delivery_reliability_led,CCR,0.0860780441767834,"price,late,error,lead,quality",1.33,3.0,3.1500000000000004,7.0,0.2691,2245.0,1.2201130819485835,1.3894929923004509,1.9871111806751178,1.976597499022727,0.2949413719493863,24046.702352072614,0.1098869180514166,1.6105070076995491,1.1628888193248825,5.023402500977273,0.025841371949386294,21801.702352072614,error_pct,plus,0.05
K,product_quality_led,CCR,0.10831441004336624,"price,late,error,lead,quality",1.33,3.0,3.1500000000000004,7.0,0.2691,2245.0,1.33,2.372341801131172,3.1500000000000004,2.7077619345785107,0.41450619358100543,26424.722469931814,0.0,0.6276581988688279,0.0,4.29223806542149,0.14540619358100543,24179.722469931814,error_pct,plus,0.05
